sensor_id,geo_feature,feature_type,buffer_size,sum(value)
77049,amenity,school,1000,37746.49349734136
72817,amenity,dentist,1000,625.5233473819227
122079,amenity,fast_food,1000,1679.7090760839546
56545,amenity,parking,100,51.1274489645246
53299,amenity,parking,1000,9710.176341634582
18883,amenity,fast_food,1000,578.9359754254956
98713,building,university,500,60979.17072900389
51301,building,residential,500,18972.70049289751
104718,building,parking,1000,9399.451214070501
104718,building,residential,1000,37087.77669503113
61235,building,retail,1000,2863.39798964021
73667,building,school,500,10209.061511944745
94955,building,train_station,1000,1237.73046241115
85867,building,house,1000,1835.2941888091582
104432,building,house,500,11573.188202268817
77049,building,house,100,623.1416804140284
20721,building,school,500,2440.172120979485
11844,building,retail,100,3325.4342251163007
76355,building,house,1000,101066.38938161937
98167,landuse,farmland,500,196297.98072288345
65223,landuse,retail,500,2611.6379948896374
55969,landuse,farmyard,1000,61843.20935147912
135134,landuse,residential,500,739170.8577576628
18287,landuse,institutional,1000,19266.90258549726
18287,landuse,religious,1000,3991.8252220533323
37271,landuse,residential,100,31214.451527622463
81047,landuse,retail,1000,53951.12490127385
108138,landuse,grass,100,2445.794062900982
84435,natural,wood,1000,1347504.940045746
51371,natural,wetland,1000,179506.57090743064
104718,tourism,information,1000,524.8206899639661
120853,amenity,school,1000,71096.89903074902
51301,amenity,parking,1000,98171.16924809464
19511,amenity,parking,1000,37322.40686679515
37849,amenity,car_wash,1000,252.61954046962262
113877,amenity,school,1000,90088.5838164508
34523,amenity,toilets,500,208.5237688090443
6244,amenity,parking,1000,22298.230065987816
111590,amenity,cafe,1000,565.1598800085875
22963,amenity,clinic,1000,5449.802077133483
114189,amenity,restaurant,500,1416.9521660796472
1212,amenity,theatre,1000,611.9129473684525
79213,amenity,fire_station,1000,1218.0640600629101
37271,building,house,1000,512718.2049736125
73755,building,stadium,1000,22136.95381635281
119567,building,apartments,1000,28204.720167186315
112834,building,church,1000,3186.541846557773
115705,building,mixed_use,500,394.5751950745255
91335,building,house,1000,202442.14167871053
104672,building,office,1000,1156.854714290985
55277,building,no,1000,62350.245546486156
125965,building,commercial,500,671.7388632954943
20721,building,commercial,1000,363.9365178714211
75739,building,garages,1000,6969.78342721203
55277,building,parking,1000,18110.199338050374
134440,building,house,500,33939.149556428274
70007,building,commercial,1000,16090.747569994837
73743,building,house,1000,4794.627582194299
113292,building,retail,1000,10955.019736500804
70007,building,religious,1000,935.9161271375172
26379,building,apartments,500,2653.9665464443055
112242,building,school,1000,381.10049242947684
119567,landuse,residential,1000,2181663.223577987
19507,landuse,residential,500,780361.2880650667
101221,landuse,residential,500,319923.27613498596
97597,landuse,residential,1000,901888.909532076
18481,landuse,residential,1000,1338253.588287872
110080,landuse,cemetery,500,36927.47228347071
73533,landuse,residential,500,349903.73737355956
104432,landuse,retail,1000,75039.39871077742
63421,landuse,farm,1000,608330.7600122148
86407,landuse,commercial,1000,7126.553282410919
9162,landuse,industrial,1000,19026.76929763801
104432,landuse,institutional,1000,4367.2778908106675
63469,landuse,construction,1000,18101.21117852021
99657,natural,beach,1000,18294.957283081785
85867,natural,water,1000,68.00587808353943
9162,natural,water,500,7632.977042470225
79147,natural,scrub,1000,965.1923396176724
55277,tourism,hotel,1000,4671.335744332753
69197,amenity,school,1000,284839.16310022445
63421,amenity,school,100,7842.510855143703
79177,amenity,parking,1000,60810.01031914842
63991,amenity,pub,500,802.7138896987784
113632,amenity,school,1000,6076.209340696436
53517,amenity,fast_food,1000,969.5293814629088
56545,amenity,veterinary,1000,819.9950073033561
112834,amenity,theatre,1000,3883.1738800494113
86407,amenity,school,500,4952.631912646223
90465,amenity,fire_station,1000,33817.9129332463
78819,amenity,toilets,500,145.03919028217547
96087,amenity,fire_station,1000,753.7134899438225
82847,amenity,dentist,1000,646.4795347227393
19153,building,apartments,1000,73150.38559312127
25507,building,supermarket,1000,4390.3231846473145
71503,building,school,500,2909.50631696099
70669,building,retail,1000,7645.758468968071
54169,building,church,500,1293.5567875013185
22963,building,detached,1000,17024.72440853194
56545,building,retail,1000,7266.734783997468
94955,building,church,1000,1773.8735105664964
60353,building,apartments,1000,7987.113837822526
104718,building,school,1000,6108.437175721492
70669,building,residential,1000,13224.0255568435
25507,building,public,1000,938.6482618816697
15803,building,hospital,1000,1154.1595106438945
62185,building,commercial,1000,18621.84179363349
73853,building,detached,1000,1252.7960878645747
6218,building,hotel,1000,1786.7216830424327
6218,building,warehouse,1000,9407.597418852452
1680,building,commercial,1000,2462.175774889042
93521,building,apartments,1000,17919.36648113874
89725,building,residential,1000,76727.72896644748
18287,building,house,500,235.35523848417006
84207,building,garage,1000,9253.640194417692
60663,building,roof,1000,483.9512479549004
70097,building,transportation,1000,23.88781669877661
53517,building,house,1000,826.1199200231788
121439,building,school,1000,5079.879477052382
110666,landuse,residential,1000,1266075.0195749262
63469,landuse,retail,1000,12839.582504460675
18481,landuse,farmland,500,965.2529331924352
25507,landuse,commercial,500,18555.49458144082
28425,landuse,railway,1000,28241.86389196407
35809,landuse,religious,1000,1105.9834772495874
90799,landuse,industrial,500,3723.276453483711
98865,landuse,grass,1000,10797.359562274796
63421,landuse,residential,1000,1178218.3902082853
4417,landuse,residential,1000,147206.52969500885
78267,landuse,religious,1000,19009.9633822951
34523,natural,wetland,1000,159185.75973268304
79147,natural,grassland,1000,262091.59595871833
38371,natural,water,500,235.81248079056053
37009,natural,sand,500,3193.375893714917
69447,tourism,museum,500,275.6006506901968
55449,tourism,motel,1000,2664.818319154433
18287,amenity,parking,500,1467.8324515650552
60829,amenity,pub,500,681.0182609117754
104460,amenity,school,500,207896.01694441293
54169,amenity,place_of_worship,1000,1293.5567875013185
85823,amenity,cinema,1000,4551.489484911468
19157,amenity,place_of_worship,500,3100.398853481672
104718,amenity,fuel,500,741.5713905246726
56545,amenity,restaurant,500,1680.2220696760342
104718,amenity,bar,500,1356.3807668353224
35809,amenity,nightclub,1000,400.84676265961247
63991,amenity,restaurant,500,527.696468042386
70669,amenity,bar,1000,439.1681174788247
68669,amenity,police,1000,2328.0928297013998
73743,amenity,parking,1000,4441.937826408247
6218,amenity,place_of_worship,1000,3156.432386668376
83549,amenity,place_of_worship,500,4801.209972522029
98865,amenity,fire_station,1000,469.16444768529277
1212,amenity,police,1000,1157.2281706817687
112834,amenity,childcare,1000,175.88998796781317
11844,amenity,fire_station,100,751.7641634703757
19573,amenity,parking,500,2088.211539037641
89725,building,retail,1000,20923.617086365986
89725,building,retail,500,5715.420490944488
83641,building,commercial,1000,14315.385123322
4431,building,church,1000,984.9541279959051
82079,building,warehouse,1000,13702.563379542742
77807,building,commercial,500,203.188352568575
62291,building,commercial,1000,476.5802507091232
81731,building,apartments,1000,1980.5252002495959
78107,building,house,100,5941.113702062443
60353,building,construction,1000,4941.2364331835715
116661,building,house,1000,21896.036835191317
51371,building,commercial,1000,2872.695975649198
56545,building,semidetached_house,1000,473.4967608861143
75529,building,house,500,35729.628335962145
75529,building,house,100,3005.0055496950454
9408,landuse,recreation_ground,100,31214.451523045074
72817,landuse,retail,1000,118463.74631985076
6228,landuse,residential,1000,13330.47936955999
115705,landuse,residential,100,31214.451522352076
82055,landuse,brownfield,500,14675.05216769053
104718,landuse,brownfield,1000,6475.625477694237
59873,landuse,farmland,1000,11398.398748047786
104460,landuse,religious,1000,8127.547809736283
117939,natural,water,1000,37441.29986625911
38747,natural,beach,500,288.6302582518421
119993,natural,water,1000,7873.55001728794
60829,natural,water,1000,326.19886873582635
82337,natural,water,500,3102.232036720506
112366,natural,grassland,1000,91239.00577172147
121601,natural,wood,500,67267.77177579333
77807,natural,scrub,500,82768.53671978849
14161,tourism,guest_house,500,77.55045704346276
112834,tourism,museum,1000,1328.026936579682
62185,amenity,parking,1000,57717.13577065236
71503,amenity,parking,1000,17839.953090134746
115705,amenity,parking,1000,38688.23548927232
38371,amenity,social_facility,1000,2484.6414571615373
53517,amenity,community_centre,1000,1632.3499248857568
94955,amenity,bar,1000,82.9987688863357
12719,amenity,parking,500,22398.31015089714
55277,amenity,fire_station,500,48004.26321814823
16073,amenity,community_centre,1000,4393.428829610032
14161,amenity,restaurant,1000,5341.577066175609
119567,amenity,bank,1000,814.2558401448875
110318,amenity,bank,500,495.07705511668934
61193,amenity,parking,500,2670.109380830818
112008,amenity,bank,1000,1147.3403096754523
121439,amenity,toilets,1000,110.57030222864806
62493,amenity,place_of_worship,1000,1349.956865903736
69835,building,apartments,1000,26340.126996160685
113206,building,school,1000,8719.42310809312
61015,building,house,1000,197355.39928425767
77049,building,school,1000,7868.976318212491
78819,building,detached,1000,226560.60518458806
85823,building,retail,1000,26715.27617681901
65223,building,hotel,1000,2006.4568766491575
19153,building,roof,1000,1138.1789865626042
34523,building,apartments,1000,19064.726697399805
79177,building,residential,500,131.4846047449407
2362,building,industrial,100,2160.056281129688
6244,building,roof,1000,776.5985729825245
108138,building,commercial,500,2863.9191149445414
70007,building,roof,1000,760.2315281158844
60105,landuse,commercial,1000,133017.10178128985
78819,landuse,residential,500,583581.0422375844
74161,landuse,retail,1000,10369.58316092517
20165,landuse,construction,1000,25423.90849770563
11416,landuse,industrial,1000,144208.06178188644
65259,landuse,industrial,500,2473.6298385701193
60105,landuse,meadow,1000,47665.50589384548
11844,landuse,religious,500,2063.671563340528
128231,natural,grassland,1000,33234.69835216681
64723,natural,beach,1000,6078.7315943179165
83549,amenity,school,1000,136965.0332113951
114889,amenity,parking,1000,18960.95483462498
98713,amenity,university,100,31214.451522935342
22459,amenity,school,1000,126048.7176391443
55463,amenity,fuel,1000,276.7217271438131
20721,amenity,bar,1000,249.95126214366127
114189,amenity,fire_station,1000,550.086300819947
82079,amenity,pharmacy,1000,936.3791849984971
92173,amenity,parking,500,10246.709680823265
18481,amenity,restaurant,500,268.88011906922145
60829,amenity,toilets,1000,117.8549952857864
85081,building,semidetached_house,1000,374.5578207688024
94955,building,commercial,1000,3370.8101158828367
12719,building,house,500,50206.73668913821
37849,building,garage,500,45.888489195432584
4417,building,industrial,1000,59.28870757471331
76465,building,house,500,191927.27229197783
28503,building,commercial,500,519.4858587815052
110666,building,garage,500,1008.3400363702772
121453,building,garage,1000,1105.6019154536111
78107,building,church,1000,7054.652513527787
69447,landuse,grass,1000,31930.383325132287
82079,landuse,construction,1000,161837.78504567506
60833,landuse,residential,500,219566.52582767655
134220,landuse,residential,1000,1372747.3230206782
39663,landuse,retail,1000,18390.038577134048
38371,landuse,grass,1000,94.83812413632467
37923,landuse,commercial,1000,97400.22135595526
59873,landuse,farmland,500,11398.398748047786
86479,landuse,allotments,1000,2407.600706574739
4103,natural,water,500,76810.50375820897
85867,tourism,attraction,1000,342.78233811459893
104718,tourism,picnic_site,500,154.52738222465862
18287,tourism,hotel,1000,871.6722961599198
19157,tourism,information,1000,55.90531289971074
82079,tourism,hotel,1000,1877.593504905792
55449,amenity,clinic,1000,1713.3026699643685
76683,amenity,parking,500,4706.364127969455
82079,amenity,bank,1000,876.4060798248113
77807,amenity,parking,1000,4841.344537238876
134246,amenity,place_of_worship,500,6903.503815480533
103850,amenity,cinema,1000,562.2573597281689
76377,amenity,parking,500,4143.466545803034
7974,amenity,school,500,22400.810405626
20721,amenity,place_of_worship,1000,8412.353816234474
37197,amenity,place_of_worship,1000,952.9919189292713
104460,amenity,parking,1000,122862.8237961775
37009,amenity,place_of_worship,1000,923.1677205800013
48633,amenity,parking,1000,6329.798347455451
110666,amenity,school,1000,40498.0691764612
15803,amenity,school,100,30909.680917090227
57355,amenity,cafe,500,619.4695680210529
15123,amenity,fast_food,1000,680.3035567714545
75061,amenity,school,1000,43674.82621363076
52981,amenity,clinic,1000,98812.97646642287
80735,amenity,townhall,500,1961.3134512214322
85823,building,school,1000,2524.343612837635
104460,building,hospital,500,10944.017706278939
6228,building,apartments,1000,59329.577158400454
104460,building,apartments,500,11464.340219602745
64723,building,office,500,211.9567240348556
4103,building,civic,1000,3867.8398005474132
86407,building,storage_tank,1000,1083.761673992169
60829,building,office,1000,4069.8816568654347
104460,building,roof,1000,348.78986201444224
76683,building,terrace,500,610.6030184713298
12719,building,house,1000,192503.11288278966
119567,building,apartments,500,1027.4168622570082
70669,building,commercial,500,1696.3214053377346
6244,building,school,1000,4025.8124383320173
2362,building,school,1000,3612.702735945032
40827,building,retail,500,6202.845918573951
115705,building,detached,500,455.62306327344515
68669,building,semidetached_house,1000,537.3037665678921
90799,landuse,forest,1000,1142756.7315810688
37923,landuse,churchyard,1000,30173.891379659235
76597,landuse,residential,500,675543.7339642714
20165,landuse,industrial,500,5692.479079481085
82991,landuse,residential,1000,2580375.384313624
134260,landuse,commercial,100,7513.128720768
82265,landuse,residential,1000,226613.00692684366
50093,landuse,orchard,1000,62849.95760743391
108524,landuse,residential,500,621628.1556922543
86479,landuse,grass,1000,69820.89201893634
80691,natural,bare_rock,1000,6689.425417813838
69447,natural,scrub,100,1762.3458664932646
61321,natural,grassland,500,95455.58249018865
104672,tourism,hotel,1000,17420.26924102468
98713,amenity,library,500,10927.047671051885
131077,amenity,parking,500,10330.873024689667
2653,amenity,restaurant,1000,232.5079567881653
2653,amenity,bank,1000,974.713442893783
76683,amenity,library,500,10.525015755484805
85081,amenity,hospital,500,97184.83336657709
69197,amenity,parking,500,3206.376199566719
104718,amenity,cafe,1000,1253.1693148526979
22459,amenity,bank,1000,2035.3052907531958
34523,amenity,fountain,500,195.60111340485398
111590,amenity,school,500,228.64132079790963
32537,amenity,restaurant,500,1733.8000816048811
53299,amenity,childcare,1000,619.1917595017024
103850,amenity,childcare,1000,243.4138695371378
109324,amenity,parking,100,663.3968130981011
8334,amenity,parking,100,674.2928299928896
70007,amenity,fuel,500,510.8442706416318
57355,building,commercial,500,28391.196609929422
2362,building,industrial,500,41796.80970565014
48633,building,residential,1000,27170.70117488454
90819,building,apartments,500,14066.652950894522
37009,building,commercial,1000,4442.853821836148
83641,building,industrial,500,497.94001719061214
6228,building,retail,1000,46522.74187893758
87779,building,house,1000,3558.482617828592
113206,building,church,1000,460.69081022680473
71503,building,residential,1000,49.26273892973283
29201,building,factory,500,32590.612108941805
82991,building,greenhouse,500,26.760222081477163
18883,building,roof,500,75.19280371357416
110494,building,school,1000,165.37743058306222
62493,building,church,1000,536.1289298865124
81187,building,house,1000,12309.627525908178
90799,landuse,forest,500,132545.86043751644
121453,landuse,commercial,1000,106171.68921426588
19157,landuse,commercial,1000,50573.36918652812
134418,landuse,residential,1000,1397709.9629844627
94955,landuse,commercial,500,33441.68070448072
74161,landuse,retail,500,5975.315973151435
113052,landuse,residential,100,29517.2757875804
71503,landuse,brownfield,1000,2441.7095127500497
78947,landuse,farmland,1000,1236650.9100272777
85867,landuse,churchyard,500,205.6615646502653
18453,landuse,churchyard,100,6317.082090157771
108138,landuse,grass,1000,17724.989682779928
87815,landuse,meadow,500,65620.8466035939
38747,landuse,grass,500,29740.51972475375
65223,natural,sand,1000,1209.4576016438514
37271,tourism,hotel,1000,4371.4266011092295
19157,tourism,picnic_site,1000,3580.499723458845
28503,aeroway,apron,1000,94065.53484695623
85081,amenity,university,1000,259993.26080684733
69835,amenity,parking,1000,23928.488577355096
61193,amenity,school,1000,18022.312246975293
37849,amenity,social_facility,1000,51355.15592639171
37703,amenity,parking,500,2872.2227738574666
35809,amenity,theatre,1000,2068.9762690894395
65723,amenity,restaurant,1000,403.56301536593185
1212,amenity,parking,1000,62508.47216888807
87779,amenity,cafe,1000,213.3226424916749
83549,amenity,fuel,1000,186.0632007377502
2362,amenity,studio,1000,660.8483041103431
69835,amenity,fountain,1000,41.102797971554104
109718,amenity,parking_space,1000,44.173811613411196
84207,amenity,social_facility,1000,1539.734264075731
70097,amenity,restaurant,1000,134.87235017538745
75021,amenity,shelter,500,31.032903468532997
76597,amenity,toilets,1000,54.902732417671615
19157,building,commercial,1000,1120.335263146353
104460,building,shed,1000,38.47144395321449
65437,building,parking,1000,7806.000738974597
71503,building,retail,1000,6541.913784069245
15803,building,commercial,1000,3408.6707758553957
9168,building,house,100,1006.0845964680366
9268,building,house,1000,906.3928398644751
18287,building,garage,500,89.88174042527118
69835,building,residential,1000,20559.593294164224
72573,landuse,residential,100,31214.45152250664
97693,landuse,residential,1000,10366.42075566628
83641,landuse,retail,500,111369.98957981824
79177,landuse,grass,500,28627.719149764514
51565,landuse,recreation_ground,1000,83815.8235966809
86479,landuse,farmland,500,3988.633722984904
119993,landuse,greenhouse_horticulture,1000,358.3475653811716
40827,landuse,religious,1000,9551.355805122595
70009,landuse,religious,1000,2733.899250145818
68669,landuse,residential,500,397313.13566914725
114557,landuse,commercial,500,13632.401681910967
15669,natural,water,1000,729811.2632388255
109324,natural,water,1000,5052.304980841614
64763,natural,water,1000,7529.626076520926
96949,natural,scrub,1000,488008.2566831339
65259,natural,wood,100,63.20722687294912
112052,natural,scrub,1000,29521.366750695677
51301,tourism,hotel,1000,4145.111943470469
1212,tourism,museum,1000,1623.2523456878434
1212,tourism,motel,1000,3105.4021972985784
60353,tourism,picnic_site,1000,192.3660862567995
22461,tourism,picnic_site,1000,0.07350203806582817
94955,amenity,clinic,100,77.51396841825846
110666,amenity,post_office,1000,1698.0557577841555
124099,amenity,public_facility,1000,8430.985573101349
37009,amenity,bank,1000,2620.3813533555503
65723,amenity,parking,500,3789.3523756400473
115705,amenity,place_of_worship,500,325.34377506173155
70009,amenity,post_office,1000,1134.9847575152057
51301,amenity,fast_food,1000,845.9847156260016
80691,amenity,toilets,1000,42.74118290156722
9268,amenity,parking,1000,8222.421377254439
9168,amenity,bar,1000,406.99337713397665
11844,amenity,hospital,1000,611.8756432903954
121439,amenity,fountain,1000,24.03975242133422
26379,amenity,community_centre,1000,2679.6127344169226
109050,amenity,school,1000,127641.65496497334
63469,amenity,bicycle_parking,1000,7.222896620911593
57787,building,semidetached_house,1000,371.81400180572456
74161,building,commercial,1000,1269.924412981668
57787,building,apartments,500,85898.35252021355
83641,building,roof,1000,563.057378604668
77807,building,church,1000,1321.6742714591217
70009,building,industrial,1000,2595.6578462305674
103850,building,garage,500,3035.7427094910536
55449,building,religious,1000,1432.1644433119466
19511,building,detached,1000,9953.384126160727
1680,building,residential,500,10905.841591753457
82863,building,commercial,1000,1897.971007871919
108524,building,house,1000,1026.835322270786
71525,building,apartments,1000,249.0111660816517
73667,landuse,residential,100,31214.451521977102
53401,landuse,residential,500,753833.2001173708
25507,landuse,cemetery,1000,83075.40803330981
82079,landuse,railway,1000,127752.38174052507
104432,landuse,retail,500,793.0950826022784
82079,landuse,residential,500,42368.15719934882
89751,landuse,military,500,85669.89253461803
48633,landuse,retail,500,10832.004119802772
111590,landuse,meadow,500,1112.595963345155
70009,landuse,plant_nursery,1000,4941.710837816297
97597,natural,sand,500,34936.52664576957
4103,natural,water,1000,167430.0715404152
82337,natural,water,1000,7650.447559813623
20573,natural,scrub,1000,27878.653782628244
73689,tourism,hotel,1000,5664.328543485202
76377,amenity,place_of_worship,1000,24336.821755259956
26561,amenity,parking,1000,40263.57740223479
14885,amenity,school,500,1654.3928878156735
76597,amenity,school,500,46695.88433424499
139716,amenity,parking,1000,4972.144842208909
103850,amenity,parking,1000,10907.619438159469
57787,amenity,police,1000,5509.877973317303
134220,amenity,college,1000,378802.4544416278
63469,amenity,restaurant,1000,3723.3349849292867
60105,amenity,parking,1000,25724.69612830482
82991,amenity,parking,500,7572.11844232506
14161,amenity,cinema,1000,1830.3221541330643
65223,amenity,theatre,1000,1794.9918204817232
82079,amenity,food_court,500,6019.248536113377
76465,amenity,shelter,1000,400.37350902035735
60829,amenity,shelter,1000,40.865781154533934
48633,building,apartments,1000,128222.1079353665
92019,building,house,1000,12337.441213786635
75739,building,retail,1000,36396.678227542965
2350,building,office,500,1665.9295431803769
63469,building,house,1000,706.4303257687352
60105,building,hospital,1000,22797.424709242103
60105,building,hospital,500,11851.949498758899
35809,building,commercial,1000,2958.203292569143
66183,building,school,1000,1280.4347023005478
82991,building,shed,500,204.35765423841323
119993,building,house,500,1445.0919770289952
11844,building,roof,100,181.23242296873406
78107,building,garages,1000,1351.8872934950123
112242,building,house,1000,184985.48084446217
14161,building,apartments,500,5439.863059166314
63469,landuse,residential,100,31214.451522818486
39663,landuse,recreation_ground,1000,1284.7114746543593
66029,landuse,residential,500,345657.45634541946
121439,landuse,retail,1000,135855.19362370676
64857,landuse,landfill,500,58876.73005408952
104718,landuse,residential,500,6961.666188589812
85823,landuse,retail,1000,281137.3816524055
78107,landuse,commercial,1000,30569.073200607992
112332,landuse,orchard,500,13506.945542469854
51301,landuse,retail,500,61566.62407574603
37009,landuse,industrial,1000,14471.093589303226
84997,landuse,religious,1000,45681.11923846699
104672,landuse,brownfield,1000,3657.627836091658
30929,landuse,residential,500,588120.4399197435
26379,landuse,residential,1000,107.79017977802904
19507,natural,water,1000,5411.299925970817
9162,natural,wood,1000,431234.3852067217
83549,tourism,motel,1000,5712.351803727852
63469,tourism,motel,1000,1548.1823802115746
124099,tourism,picnic_site,1000,194.9453825127778
86911,amenity,school,100,5311.404057821167
65747,amenity,school,500,67462.81843265054
12857,amenity,school,500,53682.6404910968
85081,amenity,parking,1000,56382.201260203234
19153,amenity,social_facility,1000,3978.5330383306537
86479,amenity,parking,1000,46795.74577503404
83641,amenity,fast_food,1000,597.9461388507573
110666,amenity,community_centre,1000,919.4876489342194
70637,amenity,school,1000,247611.99093074104
82847,amenity,cafe,1000,368.10989114577916
71525,amenity,fire_station,500,317.5385218356977
96949,amenity,place_of_worship,1000,871.7331779426305
25507,building,apartments,1000,70956.83999609173
89725,building,commercial,500,25125.796396076898
37849,building,hotel,1000,3782.7347405110277
20165,building,house,100,4038.701464231571
35809,building,commercial,500,878.6074666651282
128231,building,house,500,326.52746314391715
20085,building,shed,1000,39.23387810376846
14973,building,garage,1000,62.025991777713145
79617,building,industrial,500,96.75996417106782
82863,building,industrial,500,34651.75193253039
18883,building,house,500,15744.125859263497
89847,building,roof,1000,184.68474620905394
98865,building,residential,500,3744.6469639489646
75061,building,government,500,2168.363680366501
54169,landuse,residential,1000,1177960.303611977
82991,landuse,grass,1000,4394.9065848536275
2350,landuse,residential,1000,1776603.9878034662
81047,landuse,residential,1000,1065851.1472129736
128231,landuse,village_green,1000,2159.084427747544
53401,landuse,residential,100,31214.451522903368
2653,landuse,residential,500,334601.58353481663
75775,landuse,residential,500,651960.445198522
32537,landuse,retail,500,2364.8847539119356
80583,landuse,industrial,500,4401.441054791863
71503,landuse,institutional,1000,4295.077374278798
90799,landuse,residential,100,16456.63817364531
81047,landuse,grass,500,8692.043617767606
114379,landuse,grass,500,13118.147506052466
114379,natural,beach,500,47059.08466650944
79177,natural,water,500,62593.087836553896
9162,natural,scrub,1000,41886.99811799876
112008,amenity,parking,1000,33483.5683210199
104718,amenity,bank,1000,4822.459951365485
134314,amenity,school,1000,108147.26723576625
6244,amenity,school,1000,107008.45070245108
63991,amenity,cafe,1000,237.95345741332898
119567,amenity,restaurant,1000,3321.079858319397
20165,amenity,waste_disposal,1000,186.47862351795615
112834,amenity,food_court,1000,8472.997812552085
22963,amenity,fuel,1000,747.7131534210782
2362,amenity,community_centre,1000,791.8743327435349
53151,amenity,fuel,1000,128.83924831889814
70009,amenity,theatre,1000,378.2726604464884
113052,amenity,bicycle_parking,1000,650.8508843138834
40827,building,house,1000,552059.7183517878
83549,building,church,1000,6374.726570601267
38371,building,roof,1000,22.82385429549917
53151,building,school,100,1982.8350404898376
103850,building,apartments,1000,17400.559774469803
113206,building,house,1000,5285.394158565679
86887,building,storage_tank,1000,74.82454700782279
112834,building,garage,500,548.6167722775717
75021,building,school,500,2554.728719266279
124099,building,school,1000,8150.721404638841
134418,building,commercial,100,1464.0214620174831
16059,building,barn,1000,613.537834974456
70097,building,church,1000,1533.4836698550757
69207,landuse,residential,100,31214.451522392046
60007,landuse,commercial,1000,1111475.6827167757
60007,landuse,commercial,500,350961.66090455424
82337,landuse,forest,1000,172977.987470004
67403,landuse,residential,1000,428815.93884494074
19157,landuse,retail,100,12.126525277738551
9162,landuse,meadow,1000,28761.282947062893
29201,landuse,commercial,500,6054.808218966215
78107,landuse,recreation_ground,1000,2579.729306695218
57355,landuse,construction,1000,3852.050225190669
72081,natural,wood,1000,7667.133793039666
20547,natural,wood,500,543263.7930707997
90465,natural,scree,500,4075.4388042454825
57355,tourism,hotel,1000,1996.8222319996457
104672,tourism,picnic_site,1000,8483.654513220581
93521,tourism,picnic_site,500,882.3041789850748
18883,tourism,picnic_site,500,137.55301738174688
18287,amenity,school,500,9992.245437443635
84357,amenity,college,1000,506358.6680204785
114189,amenity,parking,1000,58635.716698953125
134260,amenity,college,500,170107.79768889304
37703,amenity,restaurant,1000,848.8316090862472
55449,amenity,fast_food,1000,817.3507117768635
85867,amenity,fuel,1000,1484.0777893334657
73667,amenity,community_centre,1000,4393.428829610032
104718,amenity,car_rental,1000,1097.527550736812
69909,amenity,clinic,500,1730.6260554619755
86479,amenity,toilets,1000,72.39772899708579
77049,amenity,toilets,500,75.45281979988665
71525,amenity,toilets,1000,64.14295517035973
39665,amenity,parking,500,10421.703069406434
82847,amenity,veterinary,1000,916.4389749901491
80691,amenity,community_centre,1000,331.3350753378371
56777,building,house,500,97682.23782654072
108138,building,roof,1000,4766.009610425529
35809,building,transportation,1000,2672.0903399993886
25507,building,school,500,6643.550065971608
139716,building,retail,1000,66597.1100563114
97693,building,retail,1000,4709.494655957256
65223,building,kindergarten,1000,1042.2562537504466
19153,building,residential,500,6438.370989240091
