sensor_id,geo_feature,feature_type,buffer_size,sum(value)
81081,highway,residential,500,6853.039027999724
83499,highway,residential,500,4892.254852110115
81541,highway,tertiary,500,805.9632618661964
81081,highway,footway,1000,20447.83335884939
84721,highway,service,1000,2029.7704409352473
83499,highway,residential,100,330.0666820687854
8640,highway,cycleway,500,1339.6844840205206
81541,highway,residential,100,332.11615801454934
81541,highway,secondary,500,2582.3675621672965
8640,highway,tertiary,500,229.4655014024386
86369,highway,secondary,500,1029.245996835477
72607,highway,path,1000,3995.473614024131
83499,highway,footway,1000,10759.207314524505
8640,highway,residential,500,5513.492640515937
81081,highway,bridleway,1000,818.2413651786011
72607,highway,secondary,500,931.2927948786626
83499,highway,cycleway,1000,328.5774997443188
66029,highway,residential,1000,11755.017912438516
85641,highway,footway,1000,1325.1662438006042
66029,highway,path,1000,11020.313011093262
81541,waterway,stream,1000,983.9682950807231
66029,highway,path,500,3639.4981640637925
84721,highway,footway,500,437.48026355749226
85641,highway,residential,1000,25712.430040241117
72607,highway,footway,1000,443.8483572805752
83499,highway,residential,1000,20936.773460028966
8640,highway,secondary,1000,3977.699606848768
8640,highway,tertiary,1000,3561.287919704956
66029,highway,service,1000,3343.080148613412
81541,highway,trunk,1000,1965.106554651795
84721,highway,footway,1000,1095.6371838461428
83081,highway,footway,500,2617.348121091946
83081,highway,footway,100,242.0570234337423
84721,highway,service,100,112.69940392413862
83499,highway,path,1000,893.6132070683368
85641,highway,path,100,77.90878778769329
81081,highway,service,1000,5377.48435918836
86369,highway,secondary,1000,2185.2704507553
81541,highway,service,500,2051.2954039595033
81541,highway,footway,1000,68606.11972664502
84721,highway,steps,500,101.67165333148331
86369,highway,motorway_link,1000,1801.6513086152665
81081,highway,footway,100,399.2017035620246
81541,man_made,water_works,1000,134.32630487906317
8640,highway,secondary,500,1975.335561402244
81541,highway,trunk_link,1000,11.267466720961906
83081,highway,service,1000,5061.418775215387
85641,highway,footway,500,352.698972118127
8640,highway,track,1000,2940.956362030128
66029,highway,track,1000,7316.818925925898
81541,man_made,compass_rose,1000,16.38462424866303
84721,highway,tertiary,500,1173.9820175472603
86369,highway,footway,1000,1508.910077167305
66029,highway,footway,500,2781.744517293497
8640,highway,residential,100,85.29361833047017
83081,highway,residential,1000,17889.485971470534
83081,highway,path,500,197.0121136679912
86369,highway,residential,100,123.90763384444003
85641,highway,residential,100,818.1256012837359
85641,highway,tertiary,1000,330.20175602997926
8640,highway,cycleway,1000,2481.8387803917835
85641,highway,primary,1000,3312.231129713559
8640,highway,service,500,1008.7145063512976
72607,man_made,reservoir_covered,1000,482.3825941912804
8640,highway,footway,500,67.72498256679746
85641,highway,service,500,180.91063468055904
8640,highway,track,500,62.407200942643875
83499,highway,tertiary,500,695.1968934786331
72607,waterway,stream,1000,2515.7035240918012
86369,waterway,stream,500,1145.1973988212246
72607,highway,residential,1000,24687.117781619312
84721,waterway,stream,1000,1120.0995718728802
72607,highway,residential,500,5910.496823226121
86369,highway,motorway,1000,2022.802689054689
86369,highway,service,1000,10051.733732916908
85641,highway,service,1000,6811.815517319989
81541,highway,tertiary,1000,3064.2160885877074
81541,highway,service,1000,9620.104346579179
66029,waterway,stream,500,727.9309579507482
86369,highway,secondary_link,1000,69.77898314172602
85641,highway,steps,1000,34.461309058628075
83081,highway,secondary,1000,3716.7482143941193
66029,highway,secondary_link,1000,27.59762031946721
81541,highway,footway,100,662.2276194558194
83081,highway,track,1000,690.6553063418186
81081,highway,residential,1000,20491.67849162076
72607,highway,service,1000,8111.42868131064
72607,highway,steps,1000,54.620421032104105
72607,highway,tertiary,500,612.3945270226457
66029,waterway,stream,1000,1931.0657010479238
84721,highway,residential,1000,30630.414407842232
84721,highway,residential,100,180.20482374883088
81541,highway,secondary,1000,7520.411022112577
66029,highway,tertiary,1000,1887.3675637428423
8640,highway,cycleway,100,32.42047389754144
66029,man_made,pier,1000,24.274107317538345
